6.48,19528.896,0,1
9.009,8692.861,1,0.97
11.538,2036.987,2,0.94
14.067,496.807,3,0.93
16.596,374.211,4,0.92
19.125,115.476,,
21.655,68.481,,
24.184,51.241,,
26.713,42.812,,
29.242,43.377,,
31.771,40.283,,
34.3,31.715,,
36.83,26.356,,
39.359,22.226,,
41.888,27.03,,
44.417,27.512,,
46.946,18.969,,
49.476,15.778,,
52.005,19.205,,
54.534,18.566,,
57.063,15.386,,
59.592,15.303,,
62.121,15.382,,
64.651,14.336,,
67.18,12.925,,
69.709,12.937,,
72.238,12.32,,
74.767,11.609,,
77.296,11.216,,
79.826,11.398,,
82.355,11.179,,
84.884,10.196,,
87.413,10.042,,
89.942,9.73,,
92.471,9.237,,
95.001,9.395,,
97.53,8.668,,
100.059,8.641,,
102.588,8.536,,
105.117,8.361,,
107.646,8.081,,
110.176,8.112,,
112.705,7.589,,
115.234,7.458,,
117.763,7.524,,
120.292,7.236,,
122.821,6.973,,
125.351,7.067,,
127.88,6.772,,
130.409,6.788,,
132.938,6.218,,
135.467,6.536,,
137.997,6.384,,
140.526,6.09,,
143.055,6.044,,
145.584,6.286,,
148.113,5.81,,
150.642,6.002,,
153.172,6.013,,
155.701,5.211,,
158.23,5.532,,
160.759,5.39,,
163.288,5.586,,
165.817,5.3,,
168.347,5.384,,
170.876,5.194,,
173.405,4.905,,
175.934,5.167,,
178.463,5.109,,
180.992,5.129,,
183.522,5.319,,
186.051,4.98,,
188.58,4.888,,
191.109,5.171,,
193.638,5.026,,
196.167,4.9,,
198.697,4.958,,
201.226,4.67,,
203.755,4.819,,
206.284,4.755,,
208.813,4.691,,
211.343,3.998,,
213.872,3.946,,
216.401,4.434,,
218.93,4.345,,
221.459,4.046,,
223.988,4.42,,
226.518,4.082,,
229.047,4.118,,
231.576,3.996,,
234.105,4.278,,
236.634,3.996,,
239.163,3.991,,
241.693,3.729,,
244.222,3.601,,
246.751,3.694,,
249.28,3.523,,
251.809,3.838,,
254.338,3.696,,
256.868,3.913,,
259.397,3.425,,
261.926,3.488,,
264.455,3.44,,
266.984,3.391,,
269.513,3.489,,
272.043,3.319,,
274.572,3.323,,
277.101,3.464,,
279.63,3.326,,
282.159,3.159,,
284.689,3.356,,
287.218,3.301,,
289.747,3.253,,
292.276,2.951,,
294.805,3.862,,
297.334,4.102,,
299.864,6.244,,
302.393,9.239,,
304.922,12.578,,
307.451,16.537,,
309.98,20.218,,
312.509,23.261,,
315.039,25.577,,
317.568,27.345,,
320.097,28.33,,
322.626,28.477,,
325.155,27.995,,
327.684,28.069,,
330.214,28.499,,
332.743,28.854,,
335.272,28.701,,
337.801,28.49,,
340.33,27.922,,
342.859,27.591,,
345.389,27.778,,
347.918,28.002,,
350.447,28.116,,
352.976,28.101,,
355.505,27.954,,
358.035,27.871,,
360.564,27.837,,
363.093,27.939,,
365.622,27.797,,
368.151,27.746,,
370.68,27.88,,
373.21,27.785,,
375.739,27.655,,
378.268,27.498,,
380.797,27.389,,
383.326,27.643,,
385.855,27.622,,
388.385,27.483,,
390.914,27.425,,
393.443,27.537,,
395.972,27.929,,
398.501,29.045,,
401.03,30.146,,
403.56,30.915,,
406.089,31.597,,
408.618,32.11,,
411.147,32.204,,
413.676,32.151,,
416.205,32.231,,
418.735,32.478,,
421.264,32.874,,
423.793,33.331,,
426.322,33.735,,
428.851,34.479,,
431.38,35.198,,
433.91,35.994,,
436.439,36.57,,
438.968,36.918,,
441.497,37.315,,
444.026,37.818,,
446.556,38.451,,
449.085,38.95,,
451.614,39.361,,
454.143,39.824,,
456.672,40.139,,
459.201,40.822,,
461.731,41.415,,
464.26,41.628,,
466.789,41.541,,
469.318,40.884,,
471.847,39.751,,
474.376,38.566,,
476.906,37.001,,
479.435,35.014,,
481.964,32.999,,
484.493,31.26,,
487.022,29.875,,
489.551,28.806,,
492.081,27.896,,
494.61,27.589,,
497.139,27.612,,
499.668,27.706,,
502.197,27.482,,
504.726,27.208,,
507.256,27.098,,
509.785,27.074,,
512.314,27.139,,
514.843,27.546,,
517.372,27.941,,
519.902,28.06,,
522.431,27.845,,
524.96,27.392,,
527.489,27.003,,
530.018,26.727,,
532.547,26.168,,
535.077,25.847,,
537.606,25.674,,
540.135,25.315,,
542.664,24.897,,
545.193,24.633,,
547.722,24.638,,
550.252,24.736,,
552.781,24.523,,
555.31,24.416,,
557.839,24.57,,
560.368,24.765,,
562.897,24.897,,
565.427,24.855,,
567.956,24.847,,
570.485,25.007,,
573.014,25.176,,
575.543,25.649,,
578.072,26.176,,
580.602,26.75,,
583.131,27.281,,
585.66,27.924,,
588.189,28.805,,
590.718,29.464,,
593.248,29.979,,
595.777,30.402,,
598.306,30.806,,
600.835,31.183,,
603.364,31.555,,
605.893,32.358,,
608.423,32.615,,
610.952,32.042,,
613.481,31.296,,
616.01,30.351,,
618.539,29.169,,
621.068,28.371,,
623.598,27.854,,
626.127,27.367,,
628.656,26.454,,
631.185,25.565,,
633.714,24.722,,
636.243,23.854,,
638.773,23.021,,
641.302,22.262,,
643.831,21.904,,
646.36,21.82,,
648.889,21.791,,
651.418,21.736,,
653.948,21.847,,
656.477,22.017,,
659.006,21.84,,
661.535,21.473,,
664.064,21.163,,
666.594,21.122,,
669.123,21.26,,
671.652,21.247,,
674.181,21.076,,
676.71,20.926,,
679.239,20.79,,
681.769,20.702,,
684.298,20.622,,
686.827,20.707,,
689.356,21.025,,
691.885,21.264,,
694.414,21.29,,
696.944,21.319,,
699.473,20.78,,
702.002,20.054,,
704.531,19.837,,
707.06,19.741,,
709.589,19.677,,
712.119,19.632,,
714.648,19.619,,
717.177,19.854,,
719.706,19.979,,
722.235,20.037,,
724.764,20.044,,
727.294,20,,
729.823,20.182,,
732.352,20.489,,
734.881,20.617,,
737.41,20.39,,
739.94,20.352,,
742.469,20.411,,
744.998,20.342,,
747.527,20.333,,
750.056,20.373,,
752.585,20.386,,
755.115,20.224,,
757.644,19.812,,
760.173,19.429,,
762.702,19.395,,
765.231,19.363,,
767.76,19.21,,
770.29,18.979,,
772.819,18.858,,
775.348,18.853,,
777.877,18.723,,
780.406,18.558,,
782.935,18.503,,
785.465,18.367,,
787.994,18.045,,
790.523,17.525,,
793.052,17.195,,
795.581,17.206,,
798.11,17.252,,
800.64,17.318,,
803.169,17.533,,
805.698,17.836,,
808.227,17.938,,
810.756,18.111,,
813.285,18.221,,
815.815,18.158,,
818.344,18.002,,
820.873,17.742,,
823.402,17.766,,
825.931,17.956,,
828.461,17.813,,
830.99,17.596,,
833.519,17.472,,
836.048,17.061,,
838.577,16.813,,
841.106,17.069,,
843.636,17.507,,
846.165,17.781,,
848.694,17.705,,
851.223,17.545,,
853.752,17.502,,
856.281,17.42,,
858.811,17.574,,
861.34,18.035,,
863.869,18.218,,
866.398,17.951,,
868.927,17.591,,
871.456,17.476,,
873.986,17.459,,
876.515,16.995,,
879.044,16.475,,
881.573,16.541,,
884.102,16.702,,
886.631,16.477,,
889.161,16.166,,
891.69,16.474,,
894.219,17.005,,
896.748,17.042,,
899.277,17.018,,
901.807,17.073,,
904.336,16.712,,
906.865,16.244,,
909.394,16.42,,
911.923,16.941,,
914.452,17.28,,
916.982,17.779,,
919.511,18.386,,
922.04,18.549,,
924.569,18.099,,
927.098,17.664,,
929.627,17.623,,
932.157,17.855,,
934.686,18.229,,
937.215,18.674,,
939.744,18.846,,
942.273,19.008,,
944.802,19.359,,
947.332,19.451,,
949.861,19.367,,
952.39,19.425,,
954.919,19.929,,
957.448,21.086,,
959.977,22.767,,
962.507,24.39,,
965.036,25.424,,
967.565,26.432,,
970.094,28.07,,
972.623,31.785,,
975.153,38.694,,
977.682,48.506,,
980.211,60.529,,
982.74,72.343,,
985.269,80.842,,
987.798,84.126,,
990.328,81.415,,
992.857,73.192,,
995.386,61.555,,
997.915,49.626,,
1000.444,38.876,,
1002.973,29.927,,
1005.503,23.278,,
1008.032,19.029,,
1010.561,16.625,,
1013.09,15.512,,
1015.619,15.192,,
1018.148,15.349,,
1020.678,15.592,,
1023.207,15.684,,
1025.736,15.593,,
1028.265,15.65,,
1030.794,15.653,,
1033.323,15.289,,
1035.853,15.125,,
1038.382,15.154,,
1040.911,15.252,,
1043.44,15.425,,
1045.969,15.549,,
1048.499,15.615,,
1051.028,15.772,,
1053.557,16.206,,
1056.086,16.582,,
1058.615,16.904,,
1061.144,17.233,,
1063.674,17.595,,
1066.203,17.904,,
1068.732,18.061,,
1071.261,18.196,,
1073.79,18.159,,
1076.319,18.045,,
1078.849,18.142,,
1081.378,18.31,,
1083.907,18.183,,
1086.436,17.857,,
1088.965,17.727,,
1091.494,17.455,,
1094.024,17.168,,
1096.553,17.022,,
1099.082,16.978,,
1101.611,16.775,,
1104.14,16.654,,
1106.669,16.827,,
1109.199,16.919,,
1111.728,16.719,,
1114.257,16.817,,
1116.786,17.318,,
1119.315,17.706,,
1121.845,17.81,,
1124.374,17.734,,
1126.903,17.206,,
1129.432,16.45,,
1131.961,15.771,,
1134.49,15.212,,
1137.02,14.87,,
1139.549,14.751,,
1142.078,14.387,,
1144.607,13.99,,
1147.136,13.844,,
1149.665,13.721,,
1152.195,13.548,,
1154.724,13.53,,
1157.253,13.582,,
1159.782,13.532,,
1162.311,13.516,,
1164.84,13.42,,
1167.37,13.013,,
1169.899,12.568,,
1172.428,12.25,,
1174.957,12.341,,
1177.486,12.612,,
1180.015,12.639,,
1182.545,12.575,,
1185.074,12.61,,
1187.603,12.695,,
1190.132,12.367,,
1192.661,11.98,,
1195.19,12.046,,
1197.72,11.982,,
1200.249,11.669,,
1202.778,11.685,,
1205.307,12.104,,
1207.836,12.285,,
1210.366,12.334,,
1212.895,12.322,,
1215.424,12.175,,
1217.953,12.166,,
1220.482,12.293,,
1223.011,12.389,,
1225.541,12.304,,
1228.07,12.018,,
1230.599,11.858,,
1233.128,11.658,,
1235.657,11.073,,
1238.186,10.666,,
1240.716,10.81,,
1243.245,10.872,,
1245.774,10.62,,
1248.303,10.334,,
1250.832,10.442,,
1253.361,10.674,,
1255.891,10.88,,
1258.42,11.176,,
1260.949,11.234,,
1263.478,10.907,,
1266.007,10.474,,
1268.536,9.909,,
1271.066,9.148,,
1273.595,8.359,,
1276.124,8.269,,
1278.653,8.831,,
1281.182,9.892,,
1283.712,10.735,,
1286.241,11.075,,
1288.77,11.54,,
1291.299,11.721,,
1293.828,11.745,,
1296.357,11.815,,
1298.887,11.594,,
1301.416,11.495,,
1303.945,11.365,,
1306.474,11.117,,
1309.003,10.987,,
1311.532,10.918,,
1314.062,10.795,,
1316.591,10.89,,
1319.12,10.929,,
1321.649,10.872,,
1324.178,10.846,,
1326.707,10.766,,
1329.237,10.698,,
1331.766,10.817,,
1334.295,11.141,,
1336.824,11.555,,
1339.353,11.837,,
1341.882,11.865,,
1344.412,11.755,,
1346.941,11.754,,
1349.47,11.645,,
1351.999,11.302,,
1354.528,11.088,,
1357.058,11.096,,
1359.587,10.95,,
1362.116,10.768,,
1364.645,10.652,,
1367.174,10.367,,
1369.703,10.198,,
1372.233,10.488,,
1374.762,10.704,,
1377.291,10.585,,
1379.82,10.381,,
1382.349,10.342,,
1384.878,10.366,,
1387.408,9.987,,
1389.937,9.519,,
1392.466,9.351,,
1394.995,9.204,,
1397.524,9.217,,
1400.053,9.598,,
1402.583,9.886,,
1405.112,9.837,,
1407.641,10.03,,
1410.17,10.058,,
1412.699,9.815,,
1415.228,9.897,,
1417.758,9.95,,
1420.287,9.716,,
1422.816,9.632,,
1425.345,9.587,,
1427.874,9.503,,
1430.404,9.345,,
1432.933,8.879,,
1435.462,8.556,,
1437.991,8.718,,
1440.52,8.887,,
1443.049,8.989,,
1445.579,8.987,,
1448.108,8.956,,
1450.637,8.907,,
1453.166,8.835,,
1455.695,8.885,,
1458.224,9.092,,
1460.754,9.139,,
1463.283,9.083,,
1465.812,8.83,,
1468.341,8.617,,
1470.87,8.669,,
1473.399,8.707,,
1475.929,8.823,,
1478.458,8.956,,
1480.987,9.014,,
1483.516,9.016,,
1486.045,8.836,,
1488.574,8.922,,
1491.104,8.986,,
1493.633,8.79,,
1496.162,9.031,,
1498.691,9.416,,
1501.22,9.011,,
1503.749,8.4,,
1506.279,8.237,,
1508.808,8.551,,
1511.337,8.831,,
1513.866,8.787,,
1516.395,8.691,,
1518.925,8.458,,
1521.454,8.333,,
1523.983,8.347,,
1526.512,8.348,,
1529.041,8.148,,
1531.57,8.185,,
1534.1,8.762,,
1536.629,9.136,,
1539.158,9.285,,
1541.687,9.244,,
1544.216,8.72,,
1546.745,8.048,,
1549.275,7.942,,
1551.804,8.151,,
1554.333,8.159,,
1556.862,8.215,,
1559.391,8.361,,
1561.92,8.328,,
1564.45,7.932,,
1566.979,7.574,,
1569.508,7.614,,
1572.037,8.05,,
1574.566,8.752,,
1577.095,8.742,,
1579.625,8.216,,
1582.154,8.137,,
1584.683,8.484,,
1587.212,8.532,,
1589.741,8.309,,
1592.271,7.985,,
1594.8,7.811,,
1597.329,7.843,,
1599.858,7.921,,
1602.387,7.968,,
1604.916,7.886,,
1607.446,7.898,,
1609.975,7.949,,
1612.504,7.871,,
1615.033,7.796,,
1617.562,7.849,,
1620.091,7.792,,
1622.621,7.758,,
1625.15,7.523,,
1627.679,7.111,,
1630.208,6.986,,
1632.737,7.015,,
1635.266,7.122,,
1637.796,7.489,,
1640.325,7.787,,
1642.854,7.739,,
1645.383,7.742,,
1647.912,7.584,,
1650.441,7.237,,
1652.971,6.759,,
1655.5,6.494,,
1658.029,6.791,,
1660.558,7.066,,
1663.087,7.173,,
1665.617,7.226,,
1668.146,7.275,,
1670.675,7.412,,
1673.204,7.15,,
1675.733,6.714,,
1678.262,6.668,,
1680.792,6.689,,
1683.321,6.863,,
1685.85,7.064,,
1688.379,7.046,,
1690.908,7.083,,
1693.437,7.032,,
1695.967,6.745,,
1698.496,6.571,,
1701.025,6.731,,
1703.554,6.747,,
1706.083,6.498,,
1708.612,6.549,,
1711.142,6.753,,
1713.671,6.809,,
1716.2,6.809,,
1718.729,6.879,,
1721.258,6.603,,
1723.787,6.167,,
1726.317,6.098,,
1728.846,6.095,,
1731.375,6.032,,
1733.904,5.983,,
1736.433,5.953,,
1738.963,6.131,,
1741.492,6.282,,
1744.021,6.089,,
1746.55,5.879,,
1749.079,5.858,,
1751.608,5.87,,
1754.138,5.641,,
1756.667,5.32,,
1759.196,5.341,,
1761.725,5.441,,
1764.254,5.448,,
1766.783,5.584,,
1769.313,5.692,,
1771.842,5.63,,
1774.371,5.595,,
1776.9,5.75,,
1779.429,5.809,,
1781.958,5.75,,
1784.488,5.808,,
1787.017,5.761,,
1789.546,5.585,,
1792.075,5.512,,
1794.604,5.685,,
1797.133,5.609,,
1799.663,5.433,,
1802.192,5.4,,
1804.721,5.406,,
1807.25,5.498,,
1809.779,5.396,,
1812.309,5.126,,
1814.838,4.997,,
1817.367,5.14,,
1819.896,5.15,,
1822.425,4.997,,
1824.954,5.137,,
1827.484,5.328,,
1830.013,5.301,,
1832.542,5.298,,
1835.071,5.182,,
1837.6,4.792,,
1840.129,4.653,,
1842.659,4.871,,
1845.188,5.289,,
1847.717,5.527,,
1850.246,5.371,,
1852.775,5.016,,
1855.304,4.714,,
1857.834,4.497,,
1860.363,4.251,,
1862.892,4.113,,
1865.421,4.258,,
1867.95,4.545,,
1870.479,4.657,,
1873.009,4.573,,
1875.538,4.554,,
1878.067,4.408,,
1880.596,4.121,,
1883.125,4.127,,
1885.654,4.407,,
1888.184,4.635,,
1890.713,4.671,,
1893.242,4.526,,
1895.771,4.548,,
1898.3,4.59,,
1900.83,4.474,,
1903.359,4.413,,
1905.888,4.557,,
1908.417,4.601,,
1910.946,4.378,,
1913.475,4.331,,
1916.005,4.655,,
1918.534,4.612,,
1921.063,4.385,,
1923.592,4.507,,
1926.121,4.446,,
1928.65,4.34,,
1931.18,4.536,,
1933.709,4.418,,
1936.238,4.081,,
1938.767,4.165,,
1941.296,4.348,,
1943.825,4.066,,
1946.355,3.912,,
1948.884,4.064,,
1951.413,4.138,,
1953.942,4.046,,
1956.471,3.894,,
1959,3.772,,
1961.53,3.949,,
1964.059,4.197,,
1966.588,4.244,,
1969.117,4.464,,
1971.646,4.549,,
1974.176,4.339,,
1976.705,4.069,,
1979.234,3.722,,
1981.763,3.557,,
1984.292,3.769,,
1986.821,4.015,,
1989.351,3.963,,
1991.88,3.933,,
1994.409,4.023,,
1996.938,4.17,,
1999.467,3.787,,
2001.996,3.603,,
2004.526,3.905,,
2007.055,4.02,,
2009.584,3.896,,
2012.113,3.604,,
2014.642,3.482,,
2017.171,3.661,,
2019.701,3.816,,
2022.23,3.656,,
2024.759,3.721,,
2027.288,3.699,,
2029.817,3.53,,
2032.346,3.782,,
2034.876,3.874,,
2037.405,3.74,,
2039.934,3.593,,
2042.463,3.438,,
2044.992,3.441,,
2047.522,3.517,,
2050.051,3.61,,
2052.58,3.691,,
2055.109,3.612,,
2057.638,3.579,,
2060.167,3.579,,
2062.697,3.554,,
2065.226,3.436,,
2067.755,3.358,,
2070.284,3.413,,
2072.813,3.482,,
2075.342,3.468,,
2077.872,3.457,,
2080.401,3.284,,
2082.93,3.217,,
2085.459,3.427,,
2087.988,3.78,,
2090.517,3.81,,
2093.047,3.575,,
2095.576,3.272,,
2098.105,3.053,,
2100.634,3.084,,
2103.163,3.11,,
2105.692,3.091,,
2108.222,3.078,,
2110.751,3.105,,
2113.28,3.101,,
2115.809,3.001,,
2118.338,3.101,,
2120.868,3.228,,
2123.397,3.202,,
2125.926,3.026,,
2128.455,2.899,,
2130.984,2.984,,
2133.513,3.152,,
2136.043,3.1,,
2138.572,3.006,,
2141.101,3.188,,
2143.63,3.342,,
2146.159,3.329,,
2148.688,3.231,,
2151.218,3.121,,
2153.747,2.919,,
2156.276,2.842,,
2158.805,2.96,,
2161.334,3.069,,
2163.863,3.075,,
2166.393,3.03,,
2168.922,2.98,,
2171.451,2.969,,
2173.98,3.072,,
2176.509,3.09,,
2179.038,3.194,,
2181.568,3.174,,
2184.097,2.83,,
2186.626,2.488,,
2189.155,2.395,,
2191.684,2.558,,
2194.213,2.779,,
2196.743,2.682,,
2199.272,2.573,,
2201.801,2.681,,
2204.33,2.784,,
2206.859,2.654,,
2209.389,2.546,,
2211.918,2.464,,
2214.447,2.485,,
2216.976,2.506,,
2219.505,2.436,,
2222.034,2.385,,
2224.564,2.437,,
2227.093,2.722,,
2229.622,2.879,,
2232.151,2.773,,
2234.68,2.728,,
2237.209,2.833,,
2239.739,2.862,,
2242.268,2.794,,
2244.797,2.685,,
2247.326,2.528,,
2249.855,2.423,,
2252.384,2.407,,
2254.914,2.494,,
2257.443,2.61,,
2259.972,2.748,,
2262.501,2.477,,
2265.03,2.281,,
2267.559,2.4,,
2270.089,2.436,,
2272.618,2.492,,
2275.147,2.657,,
2277.676,2.7,,
2280.205,2.664,,
2282.735,2.637,,
2285.264,2.539,,
2287.793,2.592,,
2290.322,2.777,,
2292.851,2.714,,
2295.38,2.638,,
2297.91,2.673,,
2300.439,2.579,,
2302.968,2.562,,
2305.497,2.481,,
2308.026,2.378,,
2310.555,2.233,,
2313.085,2.325,,
2315.614,2.829,,
2318.143,2.883,,
2320.672,2.47,,
2323.201,2.261,,
2325.73,2.333,,
2328.26,2.424,,
2330.789,2.525,,
2333.318,2.52,,
2335.847,2.311,,
2338.376,2.305,,
2340.905,2.422,,
2343.435,2.484,,
2345.964,2.46,,
2348.493,2.303,,
2351.022,2.119,,
2353.551,2.113,,
2356.081,2.305,,
2358.61,2.31,,
2361.139,2.211,,
2363.668,2.233,,
2366.197,2.306,,
2368.726,2.289,,
2371.256,2.12,,
2373.785,2.134,,
2376.314,2.223,,
2378.843,2.296,,
2381.372,2.34,,
2383.901,2.229,,
2386.431,2.181,,
2388.96,2.062,,
2391.489,1.957,,
2394.018,1.931,,
2396.547,1.914,,
2399.076,2.112,,
2401.606,2.272,,
2404.135,2.303,,
2406.664,2.416,,
2409.193,2.523,,
2411.722,2.46,,
2414.251,2.33,,
2416.781,2.299,,
2419.31,2.309,,
2421.839,2.275,,
2424.368,2.248,,
2426.897,2.387,,
2429.427,2.492,,
2431.956,2.503,,
2434.485,2.449,,
2437.014,2.504,,
2439.543,2.497,,
2442.072,2.284,,
2444.602,2.12,,
2447.131,2.055,,
2449.66,2.184,,
2452.189,2.401,,
2454.718,2.475,,
2457.247,2.487,,
2459.777,2.513,,
2462.306,2.59,,
2464.835,2.443,,
2467.364,2.123,,
2469.893,2.11,,
2472.422,2.158,,
2474.952,2.238,,
2477.481,2.237,,
2480.01,2.165,,
2482.539,2.236,,
2485.068,2.234,,
2487.597,2.04,,
2490.127,1.967,,
2492.656,2.358,,
2495.185,2.618,,
2497.714,2.496,,
2500.243,2.282,,
2502.773,2.219,,
2505.302,2.247,,
2507.831,2.218,,
2510.36,2.143,,
2512.889,2.054,,
2515.418,2.068,,
2517.948,1.93,,
2520.477,1.983,,
2523.006,2.059,,
2525.535,1.978,,
2528.064,1.81,,
2530.593,1.985,,
2533.123,2.136,,
